Profit,Segment,Category
$503.64,Consumer,Technology
$44.24,Consumer,Technology
$25.90,Consumer,Furniture
$125.30,Consumer,Technology
$32.10,Consumer,Furniture
$52.49,Consumer,Technology
$20.10,Home Office,Technology
$8.28,Corporate,Technology
$24.00,Consumer,Technology
$226.79,Home Office,Technology
$161.19,Home Office,Technology
$1.38,Consumer,Technology
$14.76,Consumer,Technology
$161.99,Consumer,Technology
$4.47,Consumer,Technology
$60.39,Consumer,Furniture
$71.77,Corporate,Furniture
($54.32),Corporate,Furniture
$19.39,Consumer,Technology
$16.01,Consumer,Technology
$28.14,Consumer,Furniture
($17.46),Corporate,Furniture
$4.80,Consumer,Technology
$434.99,Consumer,Technology
($112.95),Consumer,Furniture
($18.45),Consumer,Furniture
$88.00,Consumer,Technology
$0.00,Consumer,Furniture
$374.99,Corporate,Technology
$40.80,Home Office,Furniture
$28.14,Corporate,Furniture
$125.27,Consumer,Technology
$12.18,Consumer,Furniture
$20.70,Corporate,Technology
$11.28,Corporate,Furniture
$16.70,Consumer,Technology
($0.90),Consumer,Furniture
$50.10,Corporate,Furniture
$27.28,Corporate,Furniture
$100.24,Corporate,Technology
$90.97,Consumer,Furniture
$377.99,Consumer,Technology
$80.99,Corporate,Technology
$130.49,Consumer,Technology
($219.16),Corporate,Furniture
$78.77,Corporate,Furniture
$47.24,Corporate,Technology
$68.60,Consumer,Technology
$10.86,Consumer,Furniture
($3.35),Corporate,Furniture
$24.00,Consumer,Technology
$216.00,Corporate,Technology
($195.48),Corporate,Furniture
$42.59,Home Office,Furniture
($325.57),Consumer,Furniture
$34.74,Corporate,Technology
$287.98,Corporate,Technology
$19.20,Corporate,Technology
($13.59),Home Office,Furniture
$360.00,Corporate,Technology
($131.50),Consumer,Technology
($31.65),Consumer,Furniture
$71.99,Consumer,Technology
($12.96),Home Office,Furniture
$23.03,Consumer,Furniture
$77.56,Home Office,Technology
$2.63,Consumer,Furniture
$92.39,Consumer,Furniture
$13.76,Consumer,Furniture
($1.78),Consumer,Furniture
($10.71),Corporate,Furniture
$77.04,Corporate,Furniture
$10.79,Corporate,Technology
$12.60,Consumer,Technology
($87.94),Corporate,Furniture
$23.22,Home Office,Technology
$0.00,Consumer,Furniture
$1.73,Corporate,Technology
$97.01,Consumer,Technology
$71.77,Consumer,Furniture
$19.16,Consumer,Furniture
$32.30,Consumer,Technology
$12.42,Consumer,Technology
$4.50,Home Office,Technology
$5.22,Consumer,Technology
$84.50,Corporate,Furniture
$0.00,Consumer,Furniture
($32.37),Corporate,Furniture
$50.40,Consumer,Technology
$8.28,Home Office,Technology
($20.14),Consumer,Technology
$126.00,Consumer,Technology
$11.28,Home Office,Furniture
$6.70,Corporate,Technology
$2.88,Corporate,Technology
$11.76,Corporate,Technology
$60.48,Corporate,Technology
$37.80,Corporate,Technology
($3.00),Consumer,Technology
$75.17,Corporate,Technology
$70.20,Corporate,Furniture
($12.20),Consumer,Furniture
$944.99,Consumer,Technology
$85.31,Consumer,Furniture
($9.16),Home Office,Furniture
$21.26,Consumer,Furniture
$51.94,Consumer,Furniture
$335.99,Consumer,Technology
$38.38,Consumer,Furniture
$11.92,Corporate,Furniture
($217.05),Consumer,Furniture
$11.20,Corporate,Furniture
$223.05,Consumer,Technology
$19.52,Corporate,Furniture
$89.22,Home Office,Furniture
$18.27,Corporate,Furniture
$0.00,Consumer,Furniture
($175.87),Home Office,Furniture
($67.94),Consumer,Furniture
$23.84,Consumer,Furniture
($8.51),Corporate,Furniture
$27.18,Corporate,Furniture
($44.28),Consumer,Furniture
($9.15),Corporate,Furniture
$3.59,Corporate,Furniture
$13.76,Corporate,Furniture
$31.45,Consumer,Furniture
($29.92),Consumer,Furniture
($99.18),Corporate,Furniture
$2.60,Corporate,Furniture
$23.03,Corporate,Furniture
$4.59,Home Office,Furniture
$216.00,Consumer,Technology
$22.53,Consumer,Furniture
$0.00,Home Office,Furniture
$18.12,Home Office,Furniture
$22.94,Consumer,Furniture
"$1,049.99",Home Office,Technology
$41.88,Consumer,Technology
$12.83,Home Office,Furniture
$97.19,Consumer,Technology
$6.38,Corporate,Furniture
$210.59,Corporate,Furniture
($3.60),Consumer,Furniture
$944.99,Consumer,Technology
$22.41,Home Office,Furniture
($64.54),Consumer,Furniture
$139.99,Consumer,Technology
$5.23,Consumer,Furniture
($6.42),Consumer,Furniture
$4.39,Corporate,Furniture
$90.00,Home Office,Technology
($5.49),Corporate,Furniture
$33.85,Corporate,Furniture
"$1,007.98",Home Office,Technology
$15.35,Corporate,Furniture
($14.99),Corporate,Furniture
$20.96,Corporate,Furniture
$35.62,Consumer,Technology
($15.25),Consumer,Furniture
($31.91),Consumer,Furniture
$11.26,Consumer,Furniture
$24.29,Consumer,Technology
($20.78),Consumer,Furniture
$286.71,Consumer,Technology
$177.20,Corporate,Technology
$12.10,Corporate,Furniture
$56.32,Corporate,Furniture
($17.04),Consumer,Furniture
($13.74),Consumer,Furniture
($19.11),Consumer,Furniture
$180.44,Corporate,Furniture
($36.44),Consumer,Furniture
($2.96),Consumer,Furniture
$215.99,Consumer,Technology
$9.48,Corporate,Furniture
$54.40,Consumer,Furniture
$89.22,Corporate,Furniture
$17.47,Corporate,Furniture
($15.10),Consumer,Furniture
$377.73,Home Office,Technology
$334.50,Consumer,Technology
$45.29,Corporate,Furniture
$33.85,Consumer,Furniture
($20.78),Corporate,Furniture
($36.21),Home Office,Furniture
$60.00,Consumer,Technology
($14.99),Corporate,Furniture
$19.44,Consumer,Furniture
$27.36,Consumer,Furniture
$28.44,Consumer,Furniture
$59.48,Consumer,Furniture
$0.00,Consumer,Furniture
$12.11,Consumer,Furniture
$9.10,Consumer,Furniture
($1.78),Consumer,Furniture
($1.78),Corporate,Furniture
$10.26,Corporate,Furniture
$90.72,Consumer,Technology
$68.36,Consumer,Technology
$8.28,Corporate,Technology
$22.68,Consumer,Technology
$7.18,Corporate,Technology
$17.50,Home Office,Technology
($12.41),Consumer,Technology
$46.80,Consumer,Technology
$66.72,Home Office,Technology
$28.79,Home Office,Technology
$11.09,Corporate,Technology
$106.12,Home Office,Technology
$3.35,Home Office,Technology
$12.99,Consumer,Technology
$20.16,Corporate,Technology
$31.49,Corporate,Technology
$84.50,Consumer,Technology
$10.05,Consumer,Technology
$257.59,Corporate,Technology
$22.68,Consumer,Technology
$19.97,Consumer,Technology
($28.97),Consumer,Technology
$26.97,Consumer,Technology
$14.76,Corporate,Technology
$21.54,Home Office,Technology
$70.56,Home Office,Technology
$37.80,Consumer,Technology
$1.74,Consumer,Technology
$66.63,Consumer,Technology
$17.37,Home Office,Technology
$51.15,Home Office,Technology
$8.28,Corporate,Technology
$30.24,Corporate,Technology
$6.12,Home Office,Technology
$8.22,Home Office,Technology
$19.39,Corporate,Technology
$33.36,Corporate,Technology
$10.50,Corporate,Technology
$55.75,Consumer,Technology
$5.76,Consumer,Technology
$18.48,Consumer,Technology
$57.59,Home Office,Technology
$32.34,Consumer,Technology
$35.99,Consumer,Technology
$363.90,Home Office,Technology
$75.18,Corporate,Technology
$7.77,Consumer,Technology
$42.50,Consumer,Technology
($20.69),Corporate,Technology
($8.00),Corporate,Technology
$39.00,Consumer,Technology
$50.40,Consumer,Technology
$7.50,Corporate,Technology
$18.54,Consumer,Technology
$22.56,Corporate,Technology
$7.20,Corporate,Technology
$47.24,Consumer,Technology
($3.50),Home Office,Technology
$41.99,Consumer,Technology
$15.11,Consumer,Technology
$58.18,Consumer,Technology
$22.24,Corporate,Technology
$1.20,Corporate,Technology
($17.99),Corporate,Technology
$72.98,Corporate,Technology
$15.84,Corporate,Technology
$10.35,Consumer,Technology
$17.00,Consumer,Technology
$39.00,Corporate,Technology
$68.20,Consumer,Technology
($8.28),Corporate,Technology
$12.23,Consumer,Technology
$27.20,Home Office,Technology
$31.20,Home Office,Technology
$35.42,Home Office,Office Supplies
$2.72,Corporate,Office Supplies
$13.86,Home Office,Office Supplies
$2.68,Consumer,Office Supplies
$3.60,Consumer,Office Supplies
($32.78),Consumer,Office Supplies
($25.91),Consumer,Office Supplies
$2.57,Consumer,Office Supplies
$5.09,Consumer,Office Supplies
($16.36),Consumer,Office Supplies
$21.89,Consumer,Office Supplies
$13.83,Consumer,Office Supplies
$5.40,Consumer,Office Supplies
($44.16),Consumer,Office Supplies
($35.18),Consumer,Office Supplies
$0.55,Home Office,Office Supplies
$6.04,Corporate,Office Supplies
($15.99),Corporate,Office Supplies
$4.63,Consumer,Office Supplies
$8.88,Home Office,Office Supplies
$6.18,Corporate,Office Supplies
$204.07,Consumer,Office Supplies
$5.26,Consumer,Office Supplies
$1.10,Home Office,Office Supplies
$5.70,Corporate,Office Supplies
$26.95,Corporate,Office Supplies
($7.73),Consumer,Office Supplies
$6.76,Consumer,Office Supplies
$0.37,Consumer,Office Supplies
$2.23,Consumer,Office Supplies
$0.50,Corporate,Office Supplies
$1.03,Consumer,Office Supplies
$7.02,Consumer,Office Supplies
$2.99,Corporate,Office Supplies
($14.69),Home Office,Office Supplies
$7.19,Corporate,Office Supplies
$0.81,Consumer,Office Supplies
$4.27,Home Office,Office Supplies
$3.56,Consumer,Office Supplies
$0.62,Consumer,Office Supplies
($11.59),Consumer,Office Supplies
$5.61,Consumer,Office Supplies
$3.55,Home Office,Office Supplies
$3.91,Consumer,Office Supplies
$5.34,Corporate,Office Supplies
$7.07,Home Office,Office Supplies
$1.82,Consumer,Office Supplies
$0.33,Corporate,Office Supplies
($3.12),Corporate,Office Supplies
$1.06,Corporate,Office Supplies
$7.55,Home Office,Office Supplies
$2.66,Consumer,Office Supplies
$0.68,Consumer,Office Supplies
$7.89,Consumer,Office Supplies
$5.78,Consumer,Office Supplies
$0.86,Home Office,Office Supplies
$0.65,Home Office,Office Supplies
$0.56,Consumer,Office Supplies
$33.83,Home Office,Office Supplies
$1.01,Consumer,Office Supplies
$50.41,Consumer,Office Supplies
$2.13,Corporate,Office Supplies
$8.33,Consumer,Office Supplies
$2.42,Corporate,Office Supplies
($1.04),Home Office,Office Supplies
$1.00,Home Office,Office Supplies
$2.84,Consumer,Office Supplies
$1.85,Consumer,Office Supplies
$3.22,Home Office,Office Supplies
$1.67,Consumer,Office Supplies
$52.63,Home Office,Office Supplies
($125.77),Consumer,Office Supplies
$8.58,Consumer,Office Supplies
($14.58),Corporate,Office Supplies
$69.97,Corporate,Office Supplies
$77.75,Corporate,Office Supplies
$2.04,Corporate,Office Supplies
$3.43,Corporate,Office Supplies
$14.74,Corporate,Office Supplies
$3.94,Home Office,Office Supplies
$6.75,Home Office,Office Supplies
$6.22,Corporate,Office Supplies
$3.74,Consumer,Office Supplies
$5.32,Consumer,Office Supplies
($16.96),Consumer,Office Supplies
($28.87),Consumer,Office Supplies
($11.28),Consumer,Office Supplies
$14.31,Home Office,Office Supplies
$13.32,Corporate,Office Supplies
$1.33,Consumer,Office Supplies
$21.02,Consumer,Office Supplies
$33.60,Consumer,Office Supplies
$2.73,Consumer,Office Supplies
($58.63),Consumer,Office Supplies
$6.81,Consumer,Office Supplies
$3.72,Corporate,Office Supplies
($2.22),Consumer,Office Supplies
$4.67,Consumer,Office Supplies
$0.50,Corporate,Office Supplies
$6.16,Home Office,Office Supplies
$1.17,Consumer,Office Supplies
$5.70,Corporate,Office Supplies
$124.93,Consumer,Office Supplies
($135.77),Consumer,Office Supplies
$2.08,Corporate,Office Supplies
$6.37,Consumer,Office Supplies
($10.95),Consumer,Office Supplies
$6.21,Consumer,Office Supplies
$3.39,Consumer,Office Supplies
$50.41,Corporate,Office Supplies
($0.81),Corporate,Office Supplies
$2.72,Consumer,Office Supplies
$2.59,Home Office,Office Supplies
$9.44,Home Office,Office Supplies
($0.35),Consumer,Office Supplies
$8.88,Home Office,Office Supplies
$5.18,Corporate,Office Supplies
$3.19,Consumer,Office Supplies
($0.21),Consumer,Office Supplies
$3.77,Consumer,Office Supplies
($47.25),Consumer,Office Supplies
$12.50,Consumer,Office Supplies
$2.37,Corporate,Office Supplies
$5.86,Corporate,Office Supplies
$2.91,Corporate,Office Supplies
$0.50,Consumer,Office Supplies
$8.67,Consumer,Office Supplies
$3.67,Consumer,Office Supplies
$0.87,Consumer,Office Supplies
$1.58,Consumer,Office Supplies
($33.80),Consumer,Office Supplies
$17.35,Consumer,Office Supplies
($1.40),Corporate,Office Supplies
$3.63,Consumer,Office Supplies
$13.53,Corporate,Office Supplies
$4.96,Consumer,Office Supplies
$2.10,Consumer,Office Supplies
$3.57,Corporate,Office Supplies
$0.82,Corporate,Office Supplies
$1.19,Consumer,Office Supplies
$0.47,Corporate,Office Supplies
$0.84,Consumer,Office Supplies
($32.64),Consumer,Office Supplies
$2.15,Corporate,Office Supplies
$0.88,Corporate,Office Supplies
$1.99,Corporate,Office Supplies
$1.44,Corporate,Office Supplies
$0.56,Consumer,Office Supplies
($2.97),Consumer,Office Supplies
($32.34),Consumer,Office Supplies
$0.37,Consumer,Office Supplies
($172.73),Home Office,Office Supplies
$38.57,Home Office,Office Supplies
$11.59,Corporate,Office Supplies
($15.59),Home Office,Office Supplies
$4.43,Home Office,Office Supplies
$5.02,Corporate,Office Supplies
$4.71,Corporate,Office Supplies
$6.98,Corporate,Office Supplies
$4.06,Consumer,Office Supplies
($127.37),Consumer,Office Supplies
$8.74,Corporate,Office Supplies
$6.55,Consumer,Office Supplies
$10.74,Corporate,Office Supplies
$0.90,Consumer,Office Supplies
$1.24,Corporate,Office Supplies
$0.83,Consumer,Office Supplies
$16.37,Consumer,Office Supplies
$9.34,Consumer,Office Supplies
$1.03,Home Office,Office Supplies
$15.88,Home Office,Office Supplies
$11.90,Consumer,Office Supplies
$2.87,Corporate,Office Supplies
$1.20,Consumer,Office Supplies
($58.31),Consumer,Office Supplies
$0.67,Corporate,Office Supplies
$3.95,Corporate,Office Supplies
$19.42,Consumer,Office Supplies
$6.16,Corporate,Office Supplies
$17.97,Corporate,Office Supplies
($57.95),Corporate,Office Supplies
$0.59,Home Office,Office Supplies
($14.88),Home Office,Office Supplies
$5.88,Consumer,Office Supplies
$6.13,Consumer,Office Supplies
$0.79,Consumer,Office Supplies
$0.33,Consumer,Office Supplies
$4.50,Consumer,Office Supplies
($786.01),Consumer,Office Supplies
$0.78,Consumer,Office Supplies
$0.55,Corporate,Office Supplies
$54.06,Corporate,Office Supplies
$5.54,Corporate,Office Supplies
$4.44,Consumer,Office Supplies
$20.30,Home Office,Office Supplies
$2.40,Consumer,Office Supplies
$6.18,Corporate,Office Supplies
($1.26),Corporate,Office Supplies
($4.90),Corporate,Office Supplies
$4.30,Consumer,Office Supplies
$2.48,Consumer,Office Supplies
($26.72),Consumer,Office Supplies
$0.57,Consumer,Office Supplies
($1.32),Consumer,Office Supplies
$3.45,Corporate,Office Supplies
$0.59,Home Office,Office Supplies
$2.34,Home Office,Office Supplies
$0.71,Consumer,Office Supplies
$15.50,Corporate,Office Supplies
($17.52),Consumer,Office Supplies
$0.33,Consumer,Office Supplies
$15.39,Consumer,Office Supplies
$1.00,Consumer,Office Supplies
$20.75,Corporate,Office Supplies
$19.82,Consumer,Office Supplies
$113.31,Home Office,Office Supplies
($25.11),Consumer,Office Supplies
$4.24,Consumer,Office Supplies
$35.89,Home Office,Office Supplies
($3.79),Consumer,Office Supplies
($3.17),Consumer,Office Supplies
$1.76,Consumer,Office Supplies
$1.67,Home Office,Office Supplies
$3.80,Home Office,Office Supplies
$5.03,Consumer,Office Supplies
$2.38,Consumer,Office Supplies
($3.53),Consumer,Office Supplies
($22.67),Consumer,Office Supplies
$29.67,Corporate,Office Supplies
($107.96),Consumer,Office Supplies
$2.23,Consumer,Office Supplies
$2.32,Corporate,Office Supplies
$19.63,Consumer,Office Supplies
$0.87,Consumer,Office Supplies
$1.72,Consumer,Office Supplies
($3.77),Consumer,Office Supplies
($2.52),Consumer,Office Supplies
$0.57,Home Office,Office Supplies
$3.90,Home Office,Office Supplies
$4.50,Consumer,Office Supplies
$3.97,Consumer,Office Supplies
$27.91,Consumer,Office Supplies
($1.36),Corporate,Office Supplies
$49.39,Home Office,Office Supplies
($13.39),Corporate,Office Supplies
$0.73,Corporate,Office Supplies
($34.76),Consumer,Office Supplies
$107.08,Corporate,Office Supplies
$1.68,Corporate,Office Supplies
($12.53),Home Office,Office Supplies
$6.51,Corporate,Office Supplies
$0.89,Corporate,Office Supplies
$1.72,Consumer,Office Supplies
$4.76,Consumer,Office Supplies
$1.82,Consumer,Office Supplies
$0.96,Corporate,Office Supplies
$5.56,Home Office,Office Supplies
$62.81,Corporate,Office Supplies
$14.53,Consumer,Office Supplies
$1.65,Consumer,Office Supplies
$44.03,Consumer,Office Supplies
$6.97,Corporate,Office Supplies
($3.77),Consumer,Office Supplies
$1.81,Consumer,Office Supplies
$21.59,Corporate,Office Supplies
($204.31),Corporate,Office Supplies
$6.68,Home Office,Office Supplies
$9.30,Corporate,Office Supplies
$3.35,Consumer,Office Supplies
($34.76),Home Office,Office Supplies
($1.74),Corporate,Office Supplies
$9.86,Corporate,Office Supplies
$45.32,Consumer,Office Supplies
$62.81,Home Office,Office Supplies
$8.86,Consumer,Office Supplies
$5.13,Corporate,Office Supplies
$2.48,Consumer,Office Supplies
($2.21),Corporate,Office Supplies
$0.24,Corporate,Office Supplies
$7.34,Consumer,Office Supplies
